P89 M,P89 P,P93 M,P93 P,CP01 M,CP01 P,CH03 M,CH03 P,P07 M,P07 P,W04 M,W04 P,P10 M,P10 P,S21 M,S21 P
-2.11,-1.897970485,-4.407,-3.146903033,-3.972,-3.118190652,-3.833,-3.151071216,,,-3.778,-3.550658291,,,,
-3.397,-2.912644693,-4.175,-2.927923197,-2.395,-2.247736496,-3.841,-3.147505583,,,-3.747,-3.519658291,,,,
-3.403,-2.981417276,-4.318,-3.082421864,-3.962,-3.098983963,-3.873,-3.167949397,,,-3.659,-3.433276561,,,,
-3.994,-3.120655914,-4.19,-2.973285255,-2.414,-2.22124373,-3.937,-3.203935093,,,-3.586,-3.360276561,,,,
-2.195,-1.982970485,-4.141,-2.945027065,-3.956,-3.083840915,-3.879,-3.134577745,,,-3.769,-3.542139853,,,,
-3.546,-3.045863468,-4.304,-3.134670971,-2.509,-2.31624373,-3.908,-3.152233754,,,-3.679,-3.45251777,,,,
-2.25,-2.01549898,-4.224,-3.068024331,-3.901,-3.026756402,-3.884,-3.116904438,,,-3.717,-3.49051777,,,,
-3.171,-2.732423449,-4.133,-3.005976682,-2.556,-2.340693351,-3.815,-3.036591116,,,-3.682,-3.455896676,,,,
-3.473,-2.96698505,-4.063,-2.975570069,-2.568,-2.330173247,-3.843,-3.053295099,,,-3.758,-3.53151777,,,,
-3.963,-3.080914615,-4.048,-2.998222079,-3.923,-3.046504923,-3.764,-2.9630177,,,-3.686,-3.459139853,,,,
-3.457,-2.945063456,-3.896,-2.933084616,-2.553,-2.292691724,-3.808,-2.999590173,,,-3.653,-3.426896676,,,,
-3.482,-2.964099597,-3.788,-2.923868631,-3.795,-2.99793273,-3.849,-3.040590173,,,-3.658,-3.433130651,,,,
-3.48,-2.956094389,-3.808,-3.037728564,-3.951,-3.06531388,-3.856,-3.036202081,,,-3.616,-3.391517267,,,,
-3.487,-2.957048757,-3.83,-3.092142057,-3.77,-2.97293273,-3.774,-2.954202081,,,-3.637,-3.411744997,,,,
-2.279,-2.04449898,-3.435,-2.729439364,-3.574,-2.949540091,-3.789,-2.961106734,,,-3.65,-3.425130651,,,,
-3.478,-2.960099597,-3.704,-3.026657524,-3.551,-2.926540091,-3.875,-3.035620646,,,-3.656,-3.431130651,,,,
-3.492,-2.946951648,-3.627,-2.965617595,-3.536,-2.905275319,-3.879,-3.039620646,,,-3.63,-3.406753196,,,,
-3.203,-2.747552438,-3.551,-2.901212568,-3.585,-2.954275319,-3.857,-3.020481734,,,-3.685,-3.461753196,,,,
-3.489,-2.937982141,-3.372,-2.712852231,-3.62,-3.007976713,-3.881,-3.032879411,,,-3.855,-3.629407298,,,,
-2.303,-2.046483422,-3.169,-2.518483858,-3.635,-2.997980874,-3.88,-3.020308461,,,-3.678,-3.454753196,,,,
-3.948,-3.063859585,-3.871,-3.194463563,-3.795,-2.987209054,-3.875,-3.017622892,,,-3.847,-3.621407298,,,,
-3.464,-2.906974549,-3.592,-2.947323483,-3.957,-3.068844062,-3.874,-3.00494486,,,-3.839,-3.613407298,,,,
-3.408,-2.850974549,-3.723,-3.093814946,-3.588,-2.944657735,-3.894,-3.0133026,,,-3.837,-3.611019757,,,,
-2.236,-1.979483422,-3.712,-3.106773195,-2.481,-2.197469716,-3.893,-3.000697441,,,-3.889,-3.663407298,,,,
-3.938,-3.045129383,-3.642,-3.048233433,-3.605,-2.955306888,-3.904,-3.000130706,,,-3.643,-3.419753196,,,,
-3.901,-3.323289315,-3.915,-3.338935206,-2.469,-2.185904935,-3.918,-2.991117761,,,-3.821,-3.596596975,,,,
-3.638,-3.060289315,-3.913,-3.365490312,-2.468,-2.184904935,-3.925,-2.986674163,,,-3.635,-3.413787065,,,,
-2.472,-2.193217196,-3.42,-2.953608418,-3.851,-3.043209054,-3.912,-2.974797932,,,-3.875,-3.651388809,,,,
-3.474,-2.890324467,-3.539,-3.07456338,-3.713,-2.838179594,-3.917,-2.979797932,,,-3.556,-3.335189966,,,,
-3.939,-3.05264574,-3.307,-2.857023555,-3.924,-3.055860922,-3.847,-2.898272482,,,-3.785,-3.560596975,,,,
-3.519,-2.929324765,-3.834,-3.301079818,-3.892,-3.023860922,-3.93,-2.982022221,,,-3.596,-3.375593746,,,,
-2.498,-2.197539292,-3.54,-3.087160814,-3.91,-3.035179594,-3.928,-2.968421795,,,-3.692,-3.470787065,,,,
-3.579,-2.97502509,-3.52,-3.093113686,-3.956,-3.067844062,-3.921,-2.949871388,,,-3.651,-3.430189966,,,,
-3.96,-3.064864279,-2.272,-1.87274896,-2.415,-2.108886155,-3.912,-2.94113419,,,-3.882,-3.658388809,,,,
-2.453,-2.152539292,-3.314,-2.93342267,-3.904,-3.032890068,-3.859,-2.876519134,,,-3.662,-3.441593746,,,,
-3.588,-2.978107543,-3.404,-3.014131906,-3.603,-2.939718532,-1.958,-2.101132104,,,-3.729,-3.504596975,,,,
-3.949,-3.060274531,-3.52,-3.096892548,-3.874,-3.062153309,-2.025,-2.162831237,,,-3.688,-3.466787065,,,,
-2.113,-1.812011779,-3.03,-2.665312411,-3.948,-3.050671137,-1.661,-1.804132104,,,-3.698,-3.477189966,,,,
-3.597,-2.981157408,-3.839,-3.331873769,-3.612,-2.942461813,-2.003,-2.15130476,,,-3.65,-3.429593746,,,,
-3.931,-3.048696167,-3.719,-3.320455995,-3.929,-3.038212667,-1.965,-2.11330476,,,-3.922,-3.698388809,,,,
-2.124,-1.801499042,-2.986,-2.652211924,-3.902,-3.030890068,-2.042,-2.179831237,,,-3.619,-3.399435572,,,,
-3.934,-3.042747523,-3.659,-3.18864122,-3.631,-2.955179652,-3.938,-2.943958646,,,-3.717,-3.494183223,,,,
-2.068,-1.744875263,-3.738,-3.3603304,-3.881,-3.055978126,-1.806,-1.969046172,,,-3.713,-3.493846121,,,,
-3.611,-2.981198126,-3.853,-3.405569847,-3.647,-2.964873034,-1.71,-1.873046172,,,-3.871,-3.648990794,,,,
-3.914,-3.029061039,-3.453,-3.07810016,-3.648,-2.959542946,-2.001,-2.154348466,,,-3.596,-3.377257517,,,,
-3.912,-3.033383651,-3.659,-3.248878673,-3.937,-3.030570104,-1.843,-2.001262503,,,-3.582,-3.359183223,,,,
-3.9,-3.021383651,-3.81,-3.420155272,-3.874,-3.03207333,-2.003,-2.156348466,,,-3.916,-3.693990794,,,,
-2.156,-1.83217277,-3.186,-2.760412085,-2.592,-2.264561323,-1.88,-2.047698792,,,-3.603,-3.384257517,,,,
-3.627,-2.991332288,-3.755,-3.36012345,-3.869,-3.046470961,-1.888,-1.991268891,,,-3.705,-3.482183223,,,,
-3.908,-3.03571435,-2.003,-1.699380802,-3.903,-3.022305624,-2.019,-2.147618052,,,-3.882,-3.659990794,,,,
-2.453,-2.12917277,-3.161,-2.886801364,-2.375,-2.045658214,-2.179,-2.316861384,,,-3.687,-3.464586534,,,,
-3.932,-3.056703246,-1.684,-1.43846205,-2.445,-2.114863811,-1.976,-2.079268891,,,-3.531,-3.312257517,,,,
-3.621,-2.965816562,-1.816,-1.598357384,-3.591,-2.883308534,-1.888,-2.030288265,,,-3.833,-3.609780871,,,,
-2.608,-2.262021742,-3.068,-2.871888818,-2.425,-2.093989579,-1.976,-2.118288265,,,-3.996,-3.773183223,,,,
-3.666,-2.945511774,-1.873,-1.683587221,-2.092,-1.762658214,-1.906,-2.068450108,,,-3.714,-3.49318936,,,,
-3.598,-2.883561441,-1.813,-1.630087884,-3.943,-3.042991135,-1.941,-2.044268891,,,-4.022,-3.801601465,,,,
-3.638,-2.917511774,-2.033,-1.850087884,-3.87,-3.047470961,-1.954,-2.100584441,,,-3.999,-3.777778174,,,,
-3.716,-2.965000993,-3.235,-3.043903357,-3.918,-3.037305624,-1.834,-1.980584441,,,-3.917,-3.695367919,,,,
-3.723,-2.965853116,-1.98,-1.781086051,-3.914,-3.055493786,-1.702,-1.852749298,,,-3.837,-3.61618936,,,,
-2.569,-2.22215066,-1.996,-1.808636539,-3.993,-3.077541907,-1.882,-2.040682697,,,-3.56,-3.342929861,,,,
-3.921,-3.045703246,-2.056,-1.893980945,-2.502,-2.152888154,-1.831,-1.989682697,,,-3.946,-3.725601465,,,,
-3.638,-2.899253936,-2.53,-2.397058255,-3.738,-3.011395042,-1.982,-2.144450108,,,-3.946,-3.725601465,,,,
-3.568,-2.912816562,-1.394,-1.279559514,-2.406,-2.052279839,-2.933,-3.083749298,,,-3.946,-3.725601465,,,,
-3.57,-2.914816562,-1.109,-1.012477122,-3.724,-2.960211995,-2.922,-3.076782242,,,-3.877,-3.656601465,,,,
-3.694,-2.949134924,-0.799,-0.733020931,-2.313,-1.962666383,-2.99,-3.144782242,,,-3.967,-3.745778174,,,,
-3.666,-2.927253936,-0.651,-0.602690836,-3.705,-2.947450382,-1.955,-2.052820677,,,-3.906,-3.684367919,,,,
-3.675,-2.942357059,-1.433,-1.396946206,-3.921,-3.030797541,-1.978,-2.144083938,,,-3.62,-3.402929861,,,,
-3.673,-2.946443326,-1.594,-1.582369539,-2.426,-2.077380813,-1.938,-2.035820677,,,-3.753,-3.531778174,,,,
-3.733,-3.024591372,-1.756,-1.747466815,-3.705,-2.978395042,-1.856,-1.936733141,,,-3.946,-3.72518936,,,,
-3.895,-3.025928598,-1.884,-1.847118935,-3.843,-2.978148683,-1.911,-2.003248113,,,-3.898,-3.67718936,,,,
-3.704,-2.940692269,-1.748,-1.738632236,-3.886,-3.052873049,-3.938,-2.932454014,,,-3.862,-3.640367919,,,,
-3.689,-2.980591372,-1.969,-1.949288548,-4.007,-3.091541907,-1.989,-2.155083938,,,-3.591,-3.373929861,,,,
-3.907,-3.044158823,-1.422,-1.366964897,-3.741,-2.970959424,-1.927,-2.096583668,,,-3.829,-3.608963357,,,,
-3.642,-2.986816562,-2.96,-2.903656627,-2.5,-2.124717491,-1.967,-2.136583668,,,-3.758,-3.537963357,,,,
-3.698,-2.995600611,-3.104,-3.048491772,-3.761,-2.97309492,-1.958,-2.127583668,,,-3.75,-3.531566863,,,,
-3.706,-3.009588211,-2.699,-2.645549233,-3.988,-3.069770153,-2.01,-2.152477867,,,-3.737,-3.521566887,,,,
-3.741,-2.977692269,-1.067,-1.024129475,-3.707,-2.943593452,-2.044,-2.186477867,,,-3.715,-3.499998731,,,,
-2.576,-2.22915066,-0.766,-0.745349983,-2.638,-2.267916323,-2.049,-2.194629751,,,-3.681,-3.463847546,,,,
-3.65,-2.98900669,-1.32,-1.32116905,-2.279,-1.907151647,-2.057,-2.202629751,,,-3.796,-3.580135833,,,,
-3.702,-3.005588211,-1.546,-1.567058517,-3.715,-2.969802593,-3.959,-2.942006517,,,-3.687,-3.468566863,,,,
-3.91,-3.053392924,-1.154,-1.191385787,-3.911,-3.011366799,-1.984,-2.129629751,,,-3.708,-3.492566887,,,,
-3.894,-3.033885662,-1.186,-1.237819585,-3.992,-3.073770153,-2.059,-2.207647837,,,-3.736,-3.520998731,,,,
-3.656,-2.975888016,-0.993,-1.067001449,-3.715,-2.963750508,-2.176,-2.294179534,,,-3.699,-3.483135833,,,,
-3.74,-2.95923347,-0.617,-0.711510097,-3.749,-2.954937551,-2.094,-2.214989334,,,-3.841,-3.624705582,,,,
-3.694,-2.990736336,-0.406,-0.516256638,-3.998,-3.079770153,-3.942,-2.924580117,,,-3.771,-3.555135833,,,,
-3.664,-2.978138214,0.291,0.165061842,-3.715,-2.957680472,-2.052,-2.172989334,,,-3.86,-3.641992889,,,,
-3.675,-2.977561458,0.223,0.086026388,-3.844,-3.006579446,-1.669,-1.759608415,,,-3.723,-3.506276148,,,,
-2.55,-2.181959011,0.116,-0.024166999,-3.836,-3.004794023,-3.958,-2.929085164,,,-3.872,-3.653992889,,,,
-3.881,-3.027006302,0.007,-0.142646767,-3.906,-3.025015413,-1.938,-2.031213655,,,-3.872,-3.653992889,,,,
-3.724,-2.937168253,-1.113,-1.25779049,-3.933,-3.045795098,-2.158,-2.251213655,,,-3.676,-3.460566887,,,,
-3.678,-2.980561458,-1.721,-1.855602797,-2.505,-2.130691525,-2.255,-2.350687388,,,-3.647,-3.430276148,,,,
-3.73,-2.943168253,-1.181,-1.30966541,-3.933,-3.030107434,-2.259,-2.354687388,,,-3.719,-3.503566887,,,,
-3.905,-3.044885662,-2.172,-2.306953924,-3.81,-2.974218267,-2.146,-2.213605514,,,-3.638,-3.422998731,,,,
-3.758,-2.965093055,-0.679,-0.832599246,-2.712,-2.321096447,-3.963,-2.922651909,,,-3.734,-3.517705582,,,,
-2.345,-1.976001287,-0.689,-0.860733331,-3.798,-2.986504713,-1.882,-1.949605514,,,-3.662,-3.446135833,,,,
-3.786,-2.987008847,-0.143,-0.327542445,-3.832,-3.008377801,-1.546,-1.613605514,,,-3.746,-3.529276148,,,,
-3.872,-3.024127708,-0.081,-0.273310796,-2.714,-2.321511329,-1.336,-1.405749444,,,-3.771,-3.555998731,,,,
-3.792,-2.986916599,-0.327,-0.532463201,-2.387,-1.991334363,-1.487,-1.556749444,,,-3.639,-3.422276148,,,,
-3.878,-3.030127708,-0.272,-0.477463201,-2.751,-2.359644225,-1.54,-1.58138094,,,-3.83,-3.611992889,,,,
-3.872,-3.020232982,-0.289,-0.504927631,-2.489,-2.094242222,-1.665,-1.70638094,,,-3.71,-3.494135833,,,,
-3.832,-3.010212741,-0.338,-0.559006343,-2.745,-2.353115826,-3.937,-2.895783278,,,-3.812,-3.595612009,,,,
-1.711,-1.320992539,-0.156,-0.466559776,-2.515,-2.099093014,-1.925,-1.96638094,,,-3.825,-3.61035584,,,,
-3.868,-3.02223536,-0.212,-0.536769253,-2.473,-2.057936837,-3.946,-2.904783278,,,-3.784,-3.570671995,,,,
-3.818,-2.990225143,-0.321,-0.562304725,-2.519,-2.104706242,-2.436,-2.479201566,,,-3.619,-3.404793793,,,,
-3.828,-3.000225143,-0.92,-1.253405255,-2.654,-2.239706242,-2.361,-2.373934269,,,-3.778,-3.562046741,,,,
-3.822,-2.982235489,0.053,-0.257481061,-2.556,-2.11999828,-3.962,-2.919682538,,,-3.788,-3.57335584,,,,
-3.829,-2.995232405,-0.166,-0.511032226,-2.498,-2.041260998,-2.038,-2.050934269,,,-3.793,-3.579671995,,,,
-3.889,-3.049235489,-0.272,-0.573485372,-2.266,-1.809260998,-3.287,-2.978492212,,,-3.699,-3.484793793,,,,
-1.793,-1.402992539,-0.807,-1.060366075,-2.039,-1.56085145,-3.275,-2.941051187,,,-3.807,-3.591046741,,,,
-1.77,-1.359178644,-0.3,-0.653672572,-2.503,-2.004513669,-2.102,-2.116566272,,,-3.748,-3.53335584,,,,
-1.962,-1.551178644,-1.12,-1.412029404,-2.5,-1.978295799,-3.265,-2.899454208,,,-3.705,-3.492112214,,,,
-1.61,-1.179545774,-1.363,-1.629044723,-2.532,-2.012422073,-3.305,-2.964683274,,,-3.679,-3.465671995,,,,
-1.873,-1.442545774,-1.62,-1.891698666,-2.565,-2.022191506,-3.331,-2.965454208,,,-3.552,-3.337793793,,,,
-1.935,-1.504545774,-1.986,-2.271479176,-2.351,-1.787231097,-3.242,-2.884940317,,,-3.767,-3.551046741,,,,
-1.886,-1.436057603,-0.801,-1.157100475,-2.557,-1.973720287,-2.11,-2.094419981,,,-3.684,-3.47155316,,,,
-2.171,-1.721057603,-0.341,-0.710785365,-2.508,-1.904130786,-3.271,-2.922350421,,,-3.469,-3.256112214,,,,
-2.145,-1.674857652,-1.909,-2.286792885,-2.498,-1.85621369,-3.275,-2.934683274,,,-3.844,-3.629681088,,,,
-2.059,-1.588857652,-1.181,-1.562746679,-2.497,-1.836591671,-3.37,-3.021350421,,,-3.722,-3.509013429,,,,
-2.422,-1.931860411,-1.815,-2.218254991,-2.605,-1.943241391,-3.148,-2.773893354,,,-3.328,-3.116352517,,,,
-2.514,-2.004067982,-1.316,-1.735714492,-2.494,-1.812447377,-4,-2.946115648,,,-3.368,-3.15680031,,,,
-2.555,-2.045067982,-1.746,-2.179583875,-2.631,-1.931290224,-2.098,-2.082419981,,,-3.575,-3.364248793,,,,
-2.538,-2.007529212,-1.767,-2.217179348,-2.675,-1.958755458,-2.995,-2.620893354,,,-3.584,-3.373248793,,,,
-2.498,-1.967529212,-2.435,-2.902112217,-2.717,-1.983055984,-2.085,-2.070867344,,,-3.72,-3.507905429,,,,
-2.617,-2.085511025,-2.324,-2.798413652,-2.737,-2.004388798,-3.974,-2.930350277,,,-3.986,-3.772124428,,,,
-2.693,-2.142122212,-0.724,-1.208588877,-2.722,-1.954682069,-2.945,-2.539729524,,,-3.617,-3.404905429,,,,
-2.729,-2.177035075,-1.769,-2.260345247,-2.711,-1.926682957,-2.197,-2.152848652,,,-3.786,-3.573013429,,,,
-2.695,-2.141884591,-1.334,-1.832051452,-2.685,-1.867400685,-3.976,-2.920688725,,,-3.709,-3.495124428,,,,
-2.603,-2.03070157,-0.261,-0.771206496,-2.594,-1.758826903,-2.849,-2.443729524,,,-3.429,-3.216905429,,,,
-2.611,-2.037486823,-0.413,-0.941291395,-2.712,-1.860797015,-2.208,-2.163848652,,,-3.761,-3.548013429,,,,
-2.582,-2.008486823,0.031,-0.546731332,-2.603,-1.736011211,-4.01,-2.964787233,,,-3.803,-3.590013429,,,,
-2.676,-2.082242077,-0.153,-0.707984789,-2.829,-1.947738641,-3.166,-2.120787233,,,-3.591,-3.378905429,,,,
-2.373,-1.779242077,0.199,-0.381117938,-2.592,-1.635488611,-3.315,-2.901174468,,,-3.676,-3.463773606,,,,
-2.257,-1.661906071,-0.109,-0.647571828,-2.453,-1.468651266,-1.995,-1.952115392,,,-3.777,-3.565225448,,,,
-2.152,-1.555510071,0.436,-0.151050736,-2.583,-1.380196732,-3.898,-2.862911126,,,-3.654,-3.443585291,,,,
-2.255,-1.639765239,0.043,-0.524886897,-2.805,-1.594543284,-1.994,-1.92123088,,,-3.736,-3.523773606,,,,
-2.317,-1.701765239,1.068,0.386093655,-2.798,-1.588317112,-3.441,-3.004927462,,,-3.774,-3.562225448,,,,
-2.388,-1.774157622,0.173,-0.527950422,-2.801,-1.583098261,-2.125,-2.053321045,,,-3.747,-3.53703996,,,,
-2.448,-1.815628989,1.022,0.311418246,-2.825,-1.599862331,-3.932,-2.894978452,,,-3.699,-3.486322509,,,,
-2.467,-1.834628989,0.074,-0.496780437,-2.861,-1.62814082,-2.128,-2.056321045,,,-3.751,-3.539225448,,,,
-2.558,-1.908649663,0.749,0.021600663,-2.763,-1.530836057,-3.96,-2.922978452,,,-3.688,-3.475773606,,,,
-2.599,-1.949649663,-1.133,-1.802657072,-2.967,-1.735517038,-2.192,-2.090577277,,,-3.661,-3.45103996,,,,
-2.466,-1.798562436,0.758,0.023962407,-2.99,-1.759183608,-2.325,-2.224494945,,,-3.716,-3.505889053,,,,
-2.606,-1.938562436,-1.418,-1.986881826,-2.854,-1.578044482,-3.947,-2.907815433,,,-3.668,-3.457429514,,,,
-2.655,-1.969699925,-1.714,-2.384011041,-2.927,-1.640155349,-3.377,-2.91049062,,,-3.527,-3.318733992,,,,
-2.776,-2.022780353,-1.122,-1.698251534,-2.886,-1.583918553,-2.334,-2.233494945,,,-3.724,-3.513889053,,,,
-2.609,-1.839060819,-1.407,-2.055510362,-3.025,-1.69435195,-2.381,-2.280494945,,,-3.694,-3.483429514,,,,
-2.523,-1.753060819,-0.107,-0.700852101,-2.835,-1.499068396,-3.405,-2.930100153,,,-3.583,-3.374733992,,,,
-2.518,-1.748060819,1.312,0.554222785,-2.683,-1.339575704,-3.939,-2.887723101,,,-3.622,-3.412349287,,,,
-2.572,-1.802060819,-1.141,-1.772455835,-2.813,-1.466960461,-2.224,-2.094647743,,,-3.682,-3.471429514,,,,
-2.713,-1.943060819,0.086,-0.688709713,-2.708,-1.36108062,-2.39,-2.260647743,,,-3.529,-3.320733992,,,,
-2.784,-1.996335404,-0.748,-1.538914144,-2.844,-1.495807956,-3.39,-2.89342228,,,-3.678,-3.470026903,,,,
-2.777,-1.973090709,0.292,-0.545579472,-2.937,-1.588485247,-2.467,-2.338277236,,,-3.537,-3.329964539,,,,
-2.805,-2.001090709,1.273,0.390025662,-2.841,-1.492520558,-3.433,-2.93642228,,,-3.732,-3.523091831,,,,
-2.649,-1.827811186,0.156,-0.76089303,-2.907,-1.558556648,-2.369,-2.240277236,,,-3.747,-3.539026903,,,,
-2.544,-1.674960371,0.38,-0.561059904,-2.964,-1.615371656,-3.862,-2.810723101,,,-3.48,-3.272964539,,,,
-2.451,-1.54950086,0.729,-0.261088835,-3.008,-1.659360526,-3.464,-2.93772555,,,-3.713,-3.504091831,,,,
-3.385,-2.467620764,-0.348,-1.364765043,-3.016,-1.66754079,-2.349,-2.190790091,,,-3.732,-3.524026903,,,,
-2.714,-1.441125337,-2.134,-3.442216376,-3.087,-1.739523646,-2.395,-2.236790091,,,-3.41,-3.202964539,,,,
-2.773,-1.487395268,-1.3,-2.612301505,-3.004,-1.65724187,-3.197,-2.67072555,,,-3.768,-3.559091831,,,,
-2.807,-1.481300943,-1.149,-2.463874629,-3.094,-1.74724187,-3.934,-2.880247382,,,-3.668,-3.460026903,,,,
-2.927,-1.601676063,-1.242,-2.54048201,-3.135,-1.790164783,-2.411,-2.223932642,,,-3.567,-3.359964539,,,,
-2.92,-1.594775822,-1.468,-2.748826981,-3.077,-1.732049652,-3.161,-2.60540337,,,-3.681,-3.473495409,,,,
-2.935,-1.609676063,-1.422,-2.66038222,-3.019,-1.675231591,-2.415,-2.227932642,,,-3.622,-3.414495409,,,,
-2.945,-1.619629405,-0.984,-2.205222734,-3.077,-1.732973602,-3.946,-2.880151671,,,-3.759,-3.551286028,,,,
-2.889,-1.564210485,-1.202,-2.394488929,-3.084,-1.741133506,-3.227,-2.67140337,,,-3.712,-3.504760238,,,,
-2.796,-1.471210485,-0.655,-1.913187809,-3.069,-1.72627586,-2.388,-2.200932642,,,-3.726,-3.518760238,,,,
-2.882,-1.557147158,-0.252,-1.534037414,-3.356,-2.012857545,-2.392,-2.175817037,,,-3.649,-3.441760238,,,,
-2.961,-1.636953638,-0.39,-1.665745908,-3.314,-1.970857545,-2.39,-2.173817037,,,-3.598,-3.391235083,,,,
-2.989,-1.664953638,-1.119,-2.249366382,-3.54,-2.197135265,-2.388,-2.171817037,,,-3.571,-3.365916869,,,,
-3.021,-1.697959808,-1.167,-2.259897621,-3.672,-2.329266433,-3.175,-2.59843845,,,-3.576,-3.370916869,,,,
-3.064,-1.740959808,-1.204,-2.322102579,-3.385,-2.042536731,-3.956,-2.878137511,,,-3.656,-3.450916869,,,,
-3.08,-1.758163851,-0.834,-1.913979708,-3.662,-2.319006683,-2.423,-2.207086041,,,-3.561,-3.357114063,,,,
-3.068,-1.746291437,-0.23,-1.497899672,-3.51,-2.168110633,-3.102,-2.504614767,,,-3.48,-3.276114063,,,,
-3.202,-1.879351301,-1.064,-2.195729211,-3.381,-2.040322489,-2.448,-2.203143637,,,-3.476,-3.272114063,,,,
-3.142,-1.819459209,-0.646,-1.709491662,-3.669,-2.327559405,-2.45,-2.205143637,,,-3.445,-3.241114063,,,,
-3.022,-1.700862998,-0.375,-1.396015861,-3.658,-2.317648628,-2.492,-2.247260919,,,-3.518,-3.315798856,,,,
-3.059,-1.738713627,-0.334,-1.546325322,-3.413,-2.072648628,-3.167,-2.541250639,,,-3.518,-3.315798856,,,,
-3.229,-1.907603641,-0.779,-1.895668973,-3.764,-2.42445992,-3.955,-2.853358947,,,-3.571,-3.368301829,,,,
-3.111,-1.789862998,0.626,-0.349866469,-3.661,-2.321628639,-2.544,-2.270498116,,,-3.595,-3.392301829,,,,
-3.108,-1.787713627,-0.918,-2.012271242,-3.739,-2.399800479,-3.42,-2.794250639,,,-3.6,-3.398983932,,,,
-3.086,-1.764603641,0.817,-0.327977329,-3.708,-2.370774356,-2.55,-2.247955307,,,-3.514,-3.312983932,,,,
-3.108,-1.786997052,-0.928,-1.983467919,-3.718,-2.380774356,-3.549,-2.895268066,,,-3.457,-3.255983932,,,,
-3.117,-1.798158139,-0.686,-1.789759702,-3.632,-2.299260414,-2.56,-2.257891053,,,-3.4,-3.200670609,,,,
-2.92,-1.59990158,-0.754,-1.845435745,-3.865,-2.530920436,-3.964,-2.850597066,,,-3.393,-3.193670609,,,,
-3.124,-1.804503875,-0.319,-1.411383692,-3.864,-2.530352411,-3.542,-2.888268066,,,-3.353,-3.153670609,,,,
-3.152,-1.833158139,-0.548,-1.595420878,-3.755,-2.422260414,-2.54,-2.237891053,,,-3.303,-3.103159018,,,,
-3.119,-1.799989482,-0.786,-1.846523933,-3.654,-2.320573837,-3.433,-2.759172774,,,-3.347,-3.147159018,,,,
-3.02,-1.700503875,-0.648,-1.56632278,-3.787,-2.454027793,-2.647,-2.316538091,,,-3.334,-3.135842482,,,,
-3.489,-2.16890158,-0.136,-1.264142943,-3.564,-2.230798949,-3.951,-2.825921776,,,-3.415,-3.216842482,,,,
-3.089,-1.771565856,-0.346,-1.479566011,-3.994,-2.659920436,-2.613,-2.282332999,,,-3.501,-3.304529963,,,,
-3.069,-1.751381926,1.168,0.048526198,-3.874,-2.542074006,-3.371,-2.689669278,,,-3.447,-3.250529963,,,,
-4.017,-2.698514221,-0.658,-1.723108396,-3.889,-2.559609228,-3.645,-2.554420681,,,-3.375,-3.178529963,,,,
-3.99,-2.673314283,0.742,-0.349949555,-3.927,-2.60031361,-2.588,-2.257332999,,,-3.532,-3.337221167,,,,
-3.966,-2.649314283,-0.06,-0.92175634,-3.772,-2.448185273,-3.699,-2.617073747,,,-3.387,-3.192221167,,,,
-3.58,-2.265093793,-0.65,-1.68424542,-3.84,-2.519222316,-3.692,-2.610073747,,,-3.441,-3.246221167,,,,
-2.832,-1.517093793,-0.038,-1.03027648,-3.793,-2.474116643,-3.372,-2.670867436,,,-3.45,-3.256915798,,,,
-3.215,-1.899305291,-0.037,-0.852557616,-3.786,-2.466801337,-2.606,-2.247176167,,,-3.501,-3.307915798,,,,
-3.189,-1.872931804,0.659,-0.365992075,-3.846,-2.526801337,-3.941,-2.812784389,,,-3.45,-3.256915798,,,,
-3.314,-1.998116861,-0.739,-1.703649933,-3.805,-2.487089456,-2.613,-2.254176167,,,-3.444,-3.252613567,,,,
-3.14,-1.824305291,0.243,-0.55969444,-3.465,-2.146116643,-3.948,-2.819784389,,,-3.41,-3.218613567,,,,
-2.941,-1.6280171,-0.079,-1.035437861,-3.674,-2.359428767,-3.752,-2.640724383,,,-3.407,-3.215613567,,,,
-3.347,-2.032750562,-0.337,-1.270241911,-3.837,-2.521051395,-3.48,-2.771456333,,,-3.431,-3.239613567,,,,
-3.388,-2.073750562,0.162,-0.617633441,-3.188,-1.872730782,-2.589,-2.229834475,,,-3.417,-3.227314186,,,,
-3.073,-1.758551983,0.412,-0.51895562,-3.49,-2.175077432,-3.8,-2.714213786,,,-3.427,-3.237314186,,,,
-3.414,-2.099356843,-0.517,-1.42602811,-3.863,-2.550818653,-3.957,-2.828784389,,,-3.358,-3.170017369,,,,
-3.695,-2.380356843,0.423,-0.493538105,-3.859,-2.550404325,-2.59,-2.230834475,,,-3.389,-3.200454571,,,,
-3.753,-2.44049485,-0.598,-1.341256106,-3.836,-2.531143842,-3.946,-2.834724383,,,-3.531,-3.34189195,,,,
-3.711,-2.400576036,-0.441,-1.157506312,-3.832,-2.527143842,-3.818,-2.800394798,,,-3.447,-3.258454571,,,,
-3.666,-2.355576036,-0.425,-1.132694155,-3.73,-2.428604921,-3.953,-2.833248196,,,-3.505,-3.31589195,,,,
-3.679,-2.367900956,-0.223,-0.913229119,-3.923,-2.619129593,-3.518,-2.809456333,,,-3.46,-3.271454571,,,,
-3.658,-2.347122298,-0.065,-0.730386495,-3.576,-2.272529611,-3.856,-2.833082302,,,-3.492,-3.30289195,,,,
