P89 M,P89 P,P93 M,P93 P,CP01 M,CP01 P,CH03 M,CH03 P,P07 M,P07 P,W04 M,W04 P,P10 M,P10 P,S21 M,S21 P
-0.25,-1.204316051,,,-0.275,-1.022442773,-2.852,-4.16967201,,,,,,,,
-0.603,-1.405059783,,,-0.136,-1.043915976,-2.281,-3.718657756,,,,,,,,
-0.332,-1.286316051,,,-0.287,-1.034442773,-2.571,-4.008657756,,,,,,,,
-0.733,-1.661240891,,,-0.722,-1.61257249,-2.547,-3.984657756,,,,,,,,
-0.613,-1.406691991,,,-0.583,-1.491007606,-2.385,-3.851521544,,,,,,,,
-0.133,-1.077230075,,,-0.699,-1.588533333,-2.551,-3.909344024,,,,,,,,
-0.602,-1.530240891,,,-0.326,-1.060618078,-2.834,-4.142308378,,,,,,,,
-0.57,-1.363691991,,,-0.787,-1.690049697,-2.35,-3.805966269,,,,,,,,
-0.48,-1.408240891,,,-0.682,-1.587561339,-2.4,-3.748653226,,,,,,,,
-0.334,-1.278230075,,,-0.369,-1.098952632,-2.743,-4.051308378,,,,,,,,
-0.449,-1.229506662,,,-0.466,-1.1832804,-2.256,-3.721388027,,,,,,,,
-0.502,-1.420360088,,,-0.484,-1.363585566,-1.925,-3.283647316,,,,,,,,
-0.662,-1.596177398,,,-0.696,-1.566833164,-2.751,-4.059308378,,,,,,,,
-0.421,-1.201506662,,,-0.295,-1.007622084,-1.317,-2.675647316,,,,,,,,
-0.566,-1.487650311,,,-0.64,-1.503972026,-2.305,-3.770388027,,,,,,,,
-0.703,-1.637177398,,,-0.478,-1.178107404,-2.465,-3.813831553,,,,,,,,
-0.503,-1.283506662,,,-0.528,-1.397682392,-2.586,-3.964317033,,,,,,,,
-0.661,-1.588097294,,,-0.527,-1.227107404,-2.524,-3.912053998,,,,,,,,
-0.515,-1.426767689,,,-1.209,-1.905874869,-2.5,-3.878317033,,,,,,,,
-0.54,-1.312250044,,,-1.218,-1.919418729,-2.376,-3.73470366,,,,,,,,
-0.638,-1.565097294,,,-0.724,-1.578179543,-2.572,-3.950317033,,,,,,,,
-0.498,-1.409767689,,,-1.101,-1.806938597,-2.68,-3.978902316,,,,,,,,
-0.651,-1.5809696,,,-0.45,-1.1604336,-2.272,-3.726709747,,,,,,,,
-0.115,-1.0449696,,,-0.155,-1.007718366,-2.554,-3.91270366,,,,,,,,
-0.514,-1.28143323,,,-0.083,-0.93025269,-2.592,-3.96053287,,,,,,,,
0.181,-0.751775657,,,-0.609,-1.451925009,-2.588,-3.95653287,,,,,,,,
-0.461,-1.36292076,,,-0.658,-1.495521915,-2.46,-3.848053998,,,,,,,,
0.508,-0.417412456,,,-0.083,-0.786177631,-2.45,-3.847741606,,,,,,,,
0.228,-0.700056104,,,-0.619,-1.454766333,-2.141,-3.595709747,,,,,,,,
-0.409,-1.168262198,,,-0.463,-1.301294301,-2.607,-3.905902316,,,,,,,,
-0.48,-1.38192076,,,-0.775,-1.602840042,-2.304,-3.701741606,,,,,,,,
0.089,-0.841632379,,,0.034,-0.661529405,-1.997,-3.440986233,,,,,,,,
0.191,-0.568262198,,,-0.77,-1.588208088,-2.693,-3.982455929,,,,,,,,
-0.023,-0.953632379,,,-0.454,-1.284983795,-2.339,-3.726482716,,,,,,,,
-0.471,-1.369702434,,,-0.381,-1.202255133,-2.909,-4.352986233,,,,,,,,
-0.231,-0.977389334,,,-0.677,-1.485627032,-2.666,-3.955455929,,,,,,,,
-0.168,-1.090995842,,,-0.645,-1.456262983,-2.366,-3.753482716,,,,,,,,
-0.434,-1.322928296,,,-0.417,-1.235841061,-2.605,-4.058192477,,,,,,,,
-0.233,-1.155995842,,,-0.221,-0.904496349,-2.412,-3.809039986,,,,,,,,
-0.272,-1.018389334,,,-0.426,-1.235192748,-2.489,-3.768971319,,,,,,,,
-0.467,-1.355928296,,,-0.441,-1.250192748,-2.372,-3.758660885,,,,,,,,
-0.045,-0.957890548,,,-0.447,-1.248702748,-2.018,-3.460350499,,,,,,,,
-0.305,-1.043334396,,,-0.396,-1.195597882,-2.657,-3.936971319,,,,,,,,
-0.373,-1.252192368,,,-0.449,-1.248597882,-2.144,-3.586350499,,,,,,,,
-0.619,-1.518952453,,,-0.409,-1.203716633,-2.36,-3.746660885,,,,,,,,
-0.666,-1.568669771,,,-0.416,-1.213184311,-2.179,-3.621350499,,,,,,,,
-0.558,-1.457952453,,,-0.158,-0.821405408,-2.598,-3.868053275,,,,,,,,
-0.656,-1.566433926,,,-0.412,-1.071238942,-2.332,-3.717589382,,,,,,,,
-0.243,-1.148322896,,,-0.568,-1.219288036,-2.157,-3.597457841,,,,,,,,
-0.385,-1.264192368,,,-0.418,-1.053523286,-2.173,-3.613457841,,,,,,,,
-0.31,-1.048334396,,,-0.34,-0.959944076,-2.559,-3.819616289,,,,,,,,
-0.626,-1.523171617,,,-0.067,-0.674972484,-2.013,-3.398589382,,,,,,,,
-0.676,-1.581322896,,,0.02,-0.580302854,-1.396,-2.836457841,,,,,,,,
-0.672,-1.582433926,,,0.087,-0.508984838,-2.275,-3.669881863,,,,,,,,
-0.742,-1.639899037,,,-0.112,-0.703601307,-2.567,-3.827616289,,,,,,,,
-0.684,-1.581899037,,,-0.191,-0.7749903,-1.83,-3.224881863,,,,,,,,
-0.305,-1.174495922,,,-0.038,-0.611282104,-1.376,-2.825381084,,,,,,,,
-0.316,-1.046310146,,,0.245,-0.325110048,-1.545,-2.929269236,,,,,,,,
-0.697,-1.584275178,,,0.429,-0.126306904,-2.592,-3.843145497,,,,,,,,
-0.212,-1.081495922,,,-0.101,-0.652024434,-1.821,-3.21442743,,,,,,,,
-0.616,-1.503275178,,,0.753,0.209295722,-1.929,-3.36730979,,,,,,,,
-0.368,-1.098310146,,,0.343,-0.186212281,-1.891,-3.32930979,,,,,,,,
-0.437,-1.311638833,,,0.042,-0.48004022,-2.146,-3.53942743,,,,,,,,
-0.247,-1.106840189,,,0.04,-0.484901887,-2.593,-3.844145497,,,,,,,,
-0.368,-1.085730179,,,-0.301,-0.81162814,-1.495,-2.950800063,,,,,,,,
-0.146,-1.005840189,,,-0.18,-0.686290204,-1.686,-3.133090038,,,,,,,,
-0.624,-1.498638833,,,-0.253,-0.759290204,-1.354,-2.809800063,,,,,,,,
-0.364,-1.081730179,,,-0.001,-0.508166925,-1.845,-3.292090038,,,,,,,,
0.048,-0.811840189,,,-1.455,-1.945953942,-1.762,-3.209090038,,,,,,,,
-0.685,-1.562420282,,,-0.755,-1.255295618,-1.433,-2.897437812,,,,,,,,
-0.317,-1.026826279,,,-0.566,-1.064033475,-0.923,-2.387437812,,,,,,,,
-0.254,-1.107267416,,,-1.017,-1.519531432,-2.166,-3.55942743,,,,,,,,
-0.632,-1.496857633,,,-1.002,-1.490729496,-1.298,-2.751109222,,,,,,,,
-0.319,-1.028826279,,,-1.706,-2.203489071,-2.453,-3.694642953,,,,,,,,
-0.61,-1.463267416,,,-1.859,-2.349871401,-2.142,-3.533724379,,,,,,,,
-0.634,-1.498857633,,,-1.626,-2.107534828,-1.519,-2.980600487,,,,,,,,
-0.203,-0.90495536,,,-1.806,-2.283005684,-1.561,-3.022600487,,,,,,,,
-0.603,-1.446661691,,,-2.367,-2.857292044,-2.439,-3.680642953,,,,,,,,
-0.493,-1.336661691,,,-0.752,-1.222038787,-2.107,-3.498724379,,,,,,,,
-0.17,-0.876430579,,,-2.512,-2.99012804,-1.536,-2.997600487,,,,,,,,
-0.318,-1.175840028,,,-1.643,-2.114064175,-1.533,-3.003016168,,,,,,,,
0.698,-0.148611897,,,-2.625,-3.087038302,-1.701,-3.092724379,,,,,,,,
-0.484,-1.332117032,,,-2.546,-3.001105674,-2.5,-3.732110695,,,,,,,,
-0.036,-0.734537976,,,-2.476,-2.924224135,-1.512,-2.970509021,,,,,,,,
0.439,-0.398016552,,,-2.291,-2.73239301,-1.166,-2.546887869,,,,,,,,
0.076,-0.772117032,,,-0.774,-1.201879139,-2.52,-3.752110695,,,,,,,,
-0.343,-1.041537976,,,-2.293,-2.714194878,-1.546,-3.004509021,,,,,,,,
-0.569,-1.406016552,,,-1.539,-1.953558007,-1.729,-3.109887869,,,,,,,,
-0.059,-0.907117032,,,-2.058,-2.46412699,-2.507,-3.739110695,,,,,,,,
-0.37,-1.065020004,,,-2.116,-2.527581823,-1.553,-3.011509021,,,,,,,,
-0.529,-1.356466851,,,-2.468,-2.881354733,-1.672,-3.042020627,,,,,,,,
-0.294,-1.135041315,,,-2.17,-2.567765215,-1.562,-3.008969366,,,,,,,,
-1.244,-1.939020004,,,-2.013,-2.414423064,-2.509,-3.731550754,,,,,,,,
-0.257,-1.084466851,,,-2.476,-2.877886331,-1.418,-2.788020627,,,,,,,,
-0.382,-1.223041315,,,-1.816,-2.209127394,-1.55,-2.996969366,,,,,,,,
0.045,-0.772963858,,,-2.468,-2.865010541,-2.511,-3.733550754,,,,,,,,
-0.921,-1.60814374,,,-1.88,-2.273659677,-1.662,-3.032020627,,,,,,,,
-0.693,-1.521810926,,,-2.364,-2.762652043,-1.551,-2.986399684,,,,,,,,
0.072,-0.745963858,,,-2.171,-2.56634634,-1.318,-2.677124977,,,,,,,,
-0.419,-1.10614374,,,-2.037,-2.424184621,-2.447,-3.659965147,,,,,,,,
-0.61,-1.438810926,,,-1.999,-2.39271684,-1.568,-3.011524775,,,,,,,,
-0.075,-0.895758479,,,-1.926,-2.313184621,-2.484,-3.696965147,,,,,,,,
-0.528,-1.21151047,,,-1.875,-2.26871684,-1.561,-3.004524775,,,,,,,,
-0.678,-1.497229955,,,-1.247,-1.626181623,-0.927,-2.29485618,,,,,,,,
-0.37,-1.181270564,,,-0.987,-1.35977825,-1.559,-3.002524775,,,,,,,,
-0.407,-1.09051047,,,-1.921,-2.284298629,-1.511,-2.950833591,,,,,,,,
-0.702,-1.521229955,,,-1.71,-2.065439428,-1.019,-2.375856664,,,,,,,,
-0.426,-1.10951047,,,-1.79,-2.131456662,-1.436,-2.875833591,,,,,,,,
-0.686,-1.505229955,,,-0.604,-0.937753602,-2.384,-3.587355875,,,,,,,,
-0.793,-1.594831556,,,-1.898,-2.227208675,-1.669,-3.025856664,,,,,,,,
-0.372,-1.05178263,,,-2.209,-2.541240986,-1.289,-2.728833591,,,,,,,,
-0.603,-1.412698399,,,-2.367,-2.693135794,-2.422,-3.625355875,,,,,,,,
-0.796,-1.597831556,,,-2.071,-2.386463944,-1.423,-2.851069055,,,,,,,,
-0.296,-0.97578263,,,-1.505,-1.817236989,-1.689,-3.034833207,,,,,,,,
-0.565,-1.377211364,,,-1.572,-1.882847674,-2.315,-3.517967242,,,,,,,,
-0.465,-1.140962346,,,-1.332,-1.639571842,-1.434,-2.869898374,,,,,,,,
-0.776,-1.568442411,,,-1.832,-2.132221738,-1.671,-3.016833207,,,,,,,,
-0.467,-1.269701161,,,-1.103,-1.391316588,-1.434,-2.869898374,,,,,,,,
-0.379,-1.054962346,,,-1.538,-1.827977292,-2.414,-3.616967242,,,,,,,,
-0.336,-1.128442411,,,-1.034,-1.325173137,-1.653,-2.998833207,,,,,,,,
-0.407,-1.209701161,,,-1.727,-2.010711581,-1.457,-2.892898374,,,,,,,,
-0.468,-1.143962346,,,-1.821,-2.103819036,-1.437,-2.868721817,,,,,,,,
-0.346,-1.138442411,,,-1.601,-1.881351777,-2.418,-3.611231457,,,,,,,,
-0.484,-1.277242445,,,-1.815,-2.095430835,-1.649,-2.983788108,,,,,,,,
-0.325,-1.108104046,,,-0.122,-0.397638398,-1.438,-2.869721817,,,,,,,,
-0.503,-1.17108151,,,-0.677,-0.941938511,-1.45,-2.881721817,,,,,,,,
-0.508,-1.301242445,,,-1.59,-1.850134275,-2.428,-3.621231457,,,,,,,,
-0.318,-1.103717581,,,-0.429,-0.684317097,-1.66,-2.994788108,,,,,,,,
-0.562,-1.234051768,,,-1.347,-1.597486996,-1.639,-2.962723648,,,,,,,,
-0.453,-1.246242445,,,-0.063,-0.307646752,-1.428,-2.855306745,,,,,,,,
-0.324,-1.100399774,,,-0.19,-0.429813894,-2.408,-3.591477845,,,,,,,,
-0.541,-1.205160779,,,-2.442,-2.683246869,-1.545,-2.868723648,,,,,,,,
-0.452,-1.235836118,,,-1.521,-1.760543753,-1.426,-2.853306745,,,,,,,,
-0.331,-1.107399774,,,-2.276,-2.518070876,-2.371,-3.554477845,,,,,,,,
-0.592,-1.256160779,,,1.256,1.027805437,-1.53,-2.853723648,,,,,,,,
-0.42,-1.20140976,,,-2.435,-2.66694802,-1.399,-2.826306745,,,,,,,,
-0.489,-1.267930781,,,-2.455,-2.685412991,-2.289,-3.472477845,,,,,,,,
-0.41,-1.182085207,,,-1.888,-2.108344258,-1.501,-2.813642093,,,,,,,,
-0.565,-1.334635554,,,-2.268,-2.492603048,-2.346,-3.519708367,,,,,,,,
-0.703,-1.359311602,,,-2.265,-2.481619439,-1.409,-2.824272687,,,,,,,,
-0.513,-1.169311602,,,-1.625,-1.831027324,-1.343,-2.655642093,,,,,,,,
-1.016,-1.652972552,,,-2.515,-2.722877923,-1.425,-2.840272687,,,,,,,,
-0.827,-1.467841727,,,-1.548,-1.750106678,-2.194,-3.367708367,,,,,,,,
-0.664,-1.312504803,,,-1.976,-2.182419903,-1.42,-2.830538463,,,,,,,,
-1.161,-1.801841727,,,-1.585,-1.786192435,-2.381,-3.682545687,,,,,,,,
-1.163,-1.796079262,,,-1.761,-1.93428301,-1.994,-3.157924965,,,,,,,,
-0.739,-1.383686056,,,-1.512,-1.68617306,-1.423,-2.833538463,,,,,,,,
-1.188,-1.821079262,,,-1.338,-1.507276477,-1.845,-3.146545687,,,,,,,,
-1.139,-1.764515741,,,-1.419,-1.582501856,-2.055,-3.218924965,,,,,,,,
-1.231,-1.856515741,,,-1.711,-1.86872115,-1.414,-2.824538463,,,,,,,,
-1.192,-1.817515741,,,-4.353,-4.502471676,-1.384,-2.782407269,,,,,,,,
-1.098,-1.71978641,,,-3.05,-3.201043307,-1.9,-3.054129563,,,,,,,,
-0.877,-1.49878641,,,-4.352,-4.499835623,-1.562,-2.860566038,,,,,,,,
-0.762,-1.387555541,,,-2.405,-2.545327034,-1.53,-2.828566038,,,,,,,,
-0.672,-1.301300448,,,-4.304,-4.445186309,-1.372,-2.770407269,,,,,,,,
-0.527,-1.148672513,,,-3.436,-3.570506526,-1.955,-3.109129563,,,,,,,,
-0.51,-1.135343799,,,-3.418,-3.557432016,-1.537,-2.835566038,,,,,,,,
-0.495,-1.120343799,,,-3.334,-3.467608803,-1.402,-2.800407269,,,,,,,,
-0.517,-1.134711459,,,-2.794,-2.92912776,-1.941,-3.085324065,,,,,,,,
-0.507,-1.124711459,,,-3.134,-3.263295733,-1.561,-2.84836881,,,,,,,,
-0.294,-0.907674463,,,-3.225,-3.35277184,-1.376,-2.762264961,,,,,,,,
-0.475,-1.088674463,,,-2.578,-2.690390755,-1.565,-2.860364173,,,,,,,,
-0.278,-0.884084889,,,-0.962,-1.086190078,-1.552,-2.847364173,,,,,,,,
-0.276,-0.882084889,,,-3.242,-3.364692096,-1.932,-3.076324065,,,,,,,,
-0.318,-0.916541145,,,-2.468,-2.579430902,-1.164,-2.55736573,,,,,,,,
-0.282,-0.883973757,,,-2.63,-2.74333503,-1.242,-2.537364173,,,,,,,,
-0.245,-0.839430497,,,-4.019,-4.130940223,-1.083,-2.464147761,,,,,,,,
-0.234,-0.828430497,,,-2.114,-2.231585816,-1.88,-3.014510357,,,,,,,,
-0.168,-0.754934104,,,-4.274,-4.38763103,-1.407,-2.698942338,,,,,,,,
-0.169,-0.755934104,,,-2.403,-2.514071508,-1.078,-2.459147761,,,,,,,,
-0.033,-0.6124848,,,-2.329,-2.437372179,-1.424,-2.715942338,,,,,,,,
-0.069,-0.6451876,,,-3.39,-3.498559772,-1.892,-3.026510357,,,,,,,,
-0.165,-0.7411876,,,-2.282,-2.392941861,-1.382,-2.673942338,,,,,,,,
-0.161,-0.729829699,,,-2.701,-2.804377809,-1.177,-2.558147761,,,,,,,,
-0.057,-0.625829699,,,-2.403,-2.512369285,-1.751,-2.885510357,,,,,,,,
-0.096,-0.657518707,,,-2.124,-2.223613989,-1.198,-2.573810987,,,,,,,,
-0.019,-0.577286095,,,-0.581,-0.674671914,-1.299,-2.579577108,,,,,,,,
-0.103,-0.654065501,,,-1.349,-1.430713298,-1.202,-2.577810987,,,,,,,,
0.078,-0.473065501,,,-1.354,-1.42969391,-1.202,-2.577810987,,,,,,,,
-0.075,-0.618891465,,,-1.316,-1.390702685,-1.859,-2.9836903,,,,,,,,
-0.083,-0.623723038,,,-2.693,-2.76064112,-1.198,-2.580617585,,,,,,,,
-0.034,-0.567638164,,,-2.686,-2.747555512,-1.189,-2.571617585,,,,,,,,
0.043,-0.490638164,,,-2.72,-2.776455905,-1.078,-2.358577108,,,,,,,,
0.18,-0.346599327,,,-2.739,-2.790316676,-1.103,-2.49234158,,,,,,,,
0.033,-0.490494488,,,-1.458,-1.504137399,-0.771,-2.16034158,,,,,,,,
0.066,-0.454369156,,,-1.653,-1.686688145,-0.663,-2.05234158,,,,,,,,
-0.157,-0.677369156,,,-2.117,-2.144407688,-1.899,-3.0236903,,,,,,,,
-0.293,-0.803356784,,,-2.61,-2.630070582,-0.712,-2.107981329,,,,,,,,
-0.377,-0.887356784,,,-2.219,-2.226298444,-0.408,-1.696302902,,,,,,,,
-0.31,-0.817234344,,,-2.206,-2.206848896,-0.596,-1.979494387,,,,,,,,
-0.921,-1.425093128,,,-2.345,-2.339355494,-0.605,-1.988494387,,,,,,,,
-1.185,-1.689093128,,,-2.382,-2.370866254,-0.583,-1.972986039,,,,,,,,
-1.159,-1.659933628,,,-1.865,-1.854900755,-1.605,-2.719865736,,,,,,,,
-1.508,-1.999101568,,,-1.823,-1.807357044,-0.62,-2.009986039,,,,,,,,
-1.66,-2.147949374,,,-1.816,-1.788116179,-0.51,-1.786857952,,,,,,,,
-1.828,-2.315949374,,,-1.989,-1.954417494,-0.976,-2.372391217,,,,,,,,
-1.818,-2.299378128,,,-0.658,-0.63025675,-0.984,-2.380391217,,,,,,,,
-1.824,-2.305378128,,,-2.45,-2.414622293,-0.958,-2.360708341,,,,,,,,
-1.74,-2.211762167,,,-0.585,-0.550564396,-1.671,-2.785865736,,,,,,,,
0.434,-0.070724985,,,-1.661,-1.619669408,-0.072,-1.348857952,,,,,,,,
0.337,-0.170604686,,,-0.548,-0.507759129,-0.841,-2.243708341,,,,,,,,
0.091,-0.410824247,,,-0.805,-0.763822963,-0.841,-2.243708341,,,,,,,,
0.538,0.030395314,,,-0.511,-0.471681106,-0.834,-2.242935847,,,,,,,,
0.344,-0.166462879,,,-2.42,-2.372906968,-0.556,-1.821411287,,,,,,,,
0.178,-0.335299088,,,-2.392,-2.338065415,-1.255,-2.360038484,,,,,,,,
-0.066,-0.564902942,,,-1.234,-1.187906658,-0.894,-2.29628265,,,,,,,,
-1.985,-2.456762167,,,-0.97,-0.922031486,-0.767,-2.16928265,,,,,,,,
-0.036,-0.549299088,,,-0.449,-0.397111017,-0.739,-2.147269278,,,,,,,,
0.294,-0.204902942,,,-0.246,-0.196099656,-0.632,-1.897411287,,,,,,,,
-0.083,-0.592071162,,,-2.276,-2.223095346,-0.887,-2.295269278,,,,,,,,
-1.961,-2.426313259,,,-1.55,-1.495189031,-1.207,-2.312038484,,,,,,,,
-1.315,-1.804190959,,,-1.209,-1.157006732,-0.93,-2.349961729,,,,,,,,
-0.043,-0.554824297,,,-2.044,-1.98822158,-0.92,-2.339961729,,,,,,,,
-1.747,-2.233269556,,,-2.343,-2.286239989,-0.8,-2.219961729,,,,,,,,
-1.861,-2.329358195,,,-1.296,-1.230219153,-0.933,-2.347162797,,,,,,,,
0.07,-0.441824297,,,-0.956,-0.890219153,-0.939,-2.353162797,,,,,,,,
-1.056,-1.539329174,,,-2.053,-1.974167249,-0.683,-2.108664619,,,,,,,,
-1.846,-2.307909046,,,-1.89,-1.804095304,-0.735,-2.000411287,,,,,,,,
0.047,-0.457794084,,,-0.791,-0.697968083,-0.718,-2.143664619,,,,,,,,
-1.172,-1.642824596,,,-0.991,-0.891748509,-1.141,-2.244490617,,,,,,,,
-1.366,-1.83386967,,,-0.852,-0.746478888,-0.776,-2.194207067,,,,,,,,
-1.288,-1.758824596,,,-1.127,-1.014202307,-1.659,-2.912965062,,,,,,,,
-0.08,-0.587487249,,,-0.985,-0.865835485,-1.127,-2.230490617,,,,,,,,
0.044,-0.463487249,,,-1.299,-1.180789372,-0.713,-2.131207067,,,,,,,,
0.233,-0.270103499,,,-0.922,-0.797369477,-1.827,-3.080965062,,,,,,,,
-0.01,-0.513103499,,,-0.508,-0.376899539,-0.634,-2.057662162,,,,,,,,
0.023,-0.482713933,,,-0.539,-0.407899539,-0.741,-1.844490617,,,,,,,,
0.004,-0.494674834,,,-0.478,-0.339433124,-0.731,-2.154662162,,,,,,,,
-0.594,-1.092674834,,,-1.596,-1.456473316,-0.774,-2.197662162,,,,,,,,
-0.653,-1.147203024,,,-0.776,-0.635500189,-0.799,-2.222662162,,,,,,,,
-0.855,-1.349203024,,,-1.882,-1.733952133,-1.088,-2.337886645,,,,,,,,
-1.139,-1.626229712,,,-1.368,-1.218954553,-0.621,-1.714578661,,,,,,,,
-1.344,-1.83368982,,,-0.406,-0.250344152,-1.151,-2.400886645,,,,,,,,
-0.935,-1.42468982,,,-0.674,-0.503965425,-1.304,-2.553886645,,,,,,,,
-0.217,-0.709126146,,,-0.704,-0.533965425,-0.982,-2.075578661,,,,,,,,
-0.253,-0.740516707,,,-0.545,-0.372143313,-1.283,-2.540192702,,,,,,,,
-0.038,-0.525516707,,,-0.974,-0.797204291,-1.266,-2.511604559,,,,,,,,
0.234,-0.26504342,,,-0.827,-0.656035134,-1.357,-2.440669462,,,,,,,,
-0.351,-0.840872191,,,-1.544,-1.362386183,-1.275,-2.520604559,,,,,,,,
-0.71,-1.202203003,,,0.273,0.450781385,-0.679,-1.762669462,,,,,,,,
0.35,-0.144508744,,,-0.725,-0.534530947,-1.226,-2.478776264,,,,,,,,
0.311,-0.185789016,,,-1.809,-1.61751569,-1.068,-2.141764759,,,,,,,,
0.019,-0.477789016,,,0.572,0.756646503,-1.211,-2.452121619,,,,,,,,
-0.072,-0.57327156,,,0.55,0.742498261,-1.151,-2.392121619,,,,,,,,
-0.035,-0.538473041,,,-1.469,-1.262616924,-1.093,-2.158738136,,,,,,,,
-0.209,-0.707434512,,,-0.845,-0.637577228,-1.131,-2.360476066,,,,,,,,
-0.479,-0.977434512,,,-0.17,0.030410875,-1.216,-2.271923881,,,,,,,,
-0.506,-0.997275945,,,-1.594,-1.388643935,-1.127,-2.363440743,,,,,,,,
-2.36,-2.84208251,,,-1.097,-0.880450796,-1.329,-2.384923881,,,,,,,,
-2.298,-2.78008251,,,-1.619,-1.406633836,-1.177,-2.413440743,,,,,,,,
-2.704,-3.179059046,,,0.032,0.24940877,-1.45,-2.496117336,,,,,,,,
-2.789,-3.264059046,,,-1.513,-1.29357481,-1.05,-2.274733872,,,,,,,,
-2.662,-3.130088141,,,-0.828,-0.609589264,-1.549,-2.595117336,,,,,,,,
-2.598,-3.066088141,,,-1.999,-1.775391907,-0.607,-1.831733872,,,,,,,,
-2.607,-3.075088141,,,-0.96,-0.721048837,-1.436,-2.472320139,,,,,,,,
-2.322,-2.783169265,,,-0.92,-0.671650053,-0.758,-1.971040312,,,,,,,,
-2.212,-2.675176594,,,-1.8,-1.543279174,-1.751,-2.787320139,,,,,,,,
-1.459,-1.915282933,,,-1.116,-0.842352692,-0.572,-1.791799792,,,,,,,,
-0.93,-1.386282933,,,-1.281,-0.999951164,-1.776,-2.802533904,,,,,,,,
-0.504,-0.9534406,,,-0.885,-0.586683952,-0.703,-1.9110501,,,,,,,,
-0.364,-0.815371465,,,-0.831,-0.523959671,-1.752,-2.778533904,,,,,,,,
-0.376,-0.827371465,,,-1.998,-1.688562671,-0.722,-1.9300501,,,,,,,,
-0.439,-0.885436339,,,-1.968,-1.660959671,-1.864,-2.880760212,,,,,,,,
-0.66,-1.099646041,,,-1.923,-1.614766964,-0.696,-1.892317871,,,,,,,,
-1.716,-2.155646041,,,-1.598,-1.279752413,-0.556,-1.752317871,,,,,,,,
-1.719,-2.151905999,,,-1.034,-0.715752413,-1.881,-2.897760212,,,,,,,,
-1.264,-1.698715564,,,-1.087,-0.769969656,-0.94,-2.136317871,,,,,,,,
-1.223,-1.657715564,,,-1.406,-1.071196814,-1.842,-2.849000619,,,,,,,,
-1.329,-1.757002113,,,-1.465,-1.121222263,-1.729,-2.920091001,,,,,,,,
-1.266,-1.694002113,,,-1.274,-0.930222263,-1.65,-2.841091001,,,,,,,,
-0.442,-0.863337888,,,-1.245,-0.890920544,-1.657,-2.664000619,,,,,,,,
-1.923,-2.344337888,,,-1.289,-0.927099688,-0.875,-2.138736928,,,,,,,,
-2.01,-2.424722102,,,-1.39,-1.020237247,-0.903,-2.161080396,,,,,,,,
-1.729,-2.145440885,,,-1.16,-0.791510854,-1.155,-2.346091001,,,,,,,,
-2.016,-2.425851446,,,-1.331,-0.954610462,-1.708,-2.715000619,,,,,,,,
-1.952,-2.361851446,,,-1.556,-1.162410902,-0.863,-2.126736928,,,,,,,,
-1.764,-2.173851446,,,-1.531,-1.128097072,-0.923,-2.181080396,,,,,,,,
-1.96,-2.363309228,,,-1.246,-0.8243111,-0.981,-2.160329353,,,,,,,,
-1.634,-2.037309228,,,-1.253,-0.821840757,-0.892,-2.143199009,,,,,,,,
-1.236,-1.634447018,,,-1.68,-1.240669594,-0.883,-2.139718633,,,,,,,,
-1.214,-1.612447018,,,-1.132,-0.683112969,-0.708,-1.893684734,,,,,,,,
-2.37,-2.761976944,,,-1.028,-0.569508034,-0.91,-2.155602077,,,,,,,,
-2.314,-2.705976944,,,-1.341,-0.871466696,-1.905,-2.902256646,,,,,,,,
-1.586,-1.973124377,,,-1.163,-0.683755367,-0.692,-1.877684734,,,,,,,,
-1.82,-2.207124377,,,-1.512,-1.031344205,-0.88,-2.136718633,,,,,,,,
-1.468,-1.855124377,,,-1.604,-1.102317558,-0.948,-2.193602077,,,,,,,,
-1.839,-2.221256668,,,-1.809,-1.297450435,-0.643,-1.828684734,,,,,,,,
-0.248,-0.630256668,,,-1.875,-1.363450435,-1.903,-2.900256646,,,,,,,,
0.214,-0.169766188,,,-1.149,-0.629012387,-0.817,-2.015208644,,,,,,,,
0.057,-0.320374787,,,-1.276,-0.746077154,-0.817,-2.009363906,,,,,,,,
0.262,-0.115374787,,,-1.475,-0.943595125,-0.729,-1.909102409,,,,,,,,
-0.024,-0.396479659,,,-1.393,-0.851609696,-0.964,-2.162397427,,,,,,,,
-0.923,-1.295479659,,,-1.585,-1.033587658,-0.989,-2.187397427,,,,,,,,
-0.357,-0.724572163,,,-1.404,-0.842530491,-0.874,-2.066363906,,,,,,,,
0.144,-0.223572163,,,-1.507,-0.938490812,-0.958,-2.156397427,,,,,,,,
0.031,-0.330275812,,,-1.545,-0.966390927,-0.971,-2.204148952,,,,,,,,
0.168,-0.194653133,,,-1.397,-0.822949472,-0.975,-2.179364242,,,,,,,,
0.051,-0.305382694,,,-1.572,-0.984798383,-0.843,-2.029265093,,,,,,,,
0.117,-0.239382694,,,-1.492,-0.906329724,-0.974,-2.178364242,,,,,,,,
0.129,-0.227382694,,,-1.457,-0.874371861,-0.724,-1.904102409,,,,,,,,
0.004,-0.346152404,,,-1.537,-0.951329724,-0.77,-1.956265093,,,,,,,,
0.081,-0.270478785,,,-1.629,-1.034729253,-1.93,-2.917529786,,,,,,,,
0.006,-0.339273607,,,-1.634,-1.031117757,-0.914,-2.163531082,,,,,,,,
